text,label
Kindly will I get hotels in Pune?,general_query
How many days should I spend in Pune? Please confirm.,general_query
I want to go from Manali to Mumbai on 17 March for 3 people.,trip_info
Do you recommend visiting Mumbai in June?,general_query
Schedule a trip to Delhi for 5 people starting from 27 March. Please confirm.,trip_info
Plan a vacation from Mumbai to Kolkata starting 02 January. Please confirm.,trip_info
Looking to travel from Goa to Mumbai between 30 May and 15 July.,trip_info
Is it safe to travel to Kolkata now? Please confirm.,general_query
Will it rain in May in Goa?,general_query
Do you recommend visiting Mumbai in January?,general_query
How many days should I spend in Manali?,general_query
Schedule a trip to Delhi for 5 people starting from 27 March.,trip_info
Plan a honeymoon trip from Goa to Hyderabad in June.,trip_info
What are some good places to visit in Kolkata?,general_query
Kindly is it safe to travel to Goa now?,general_query
What’s the max budget for 4 days in Hyderabad? Please confirm.,general_query
Kindly schedule a trip to Goa for 4 people starting from 27 April.,trip_info
What’s the max budget for 4 days in Jaipur?,general_query
Want to take a short journey from Delhi to Bangalore this weekend.,trip_info
Can you suggest some family-friendly destinations?,general_query
Will it rain in December in Hyderabad?,general_query
What are some good places to visit in Hyderabad?,general_query
I want a trip from Chennai to Manali with a budget of ₹30000. Please confirm.,trip_info
Schedule a trip to Manali for 1 people starting from 06 May.,trip_info
Schedule a trip to Manali for 1 people starting from 20 January. Please confirm.,trip_info
Schedule a trip to Kolkata for 2 people starting from 19 May.,trip_info
Kindly want to take a short trip from Mumbai to Pune this weekend.,trip_info
I want to go from Delhi to Bangalore on 16 May for 4 people.,trip_info
What’s the max budget for 4 days in Manali?,general_query
What are some good places to visit in Mumbai?,general_query
Is it safe to travel to Mumbai now?,general_query
Looking to travel from Bangalore to Goa between 13 June and 26 June.,trip_info
I want to go from Kolkata to Delhi on 16 March for 1 people. Please confirm.,trip_info
Plan a honeymoon trip from Manali to Pune in October.,trip_info
Plan a honeymoon trip from Mumbai to Bangalore in April.,trip_info
Kindly how many days should I spend in Pune?,general_query
Are there any travel restrictions to Delhi?,general_query
Book a trip for 2 persons from Kolkata to Mumbai from 23 June to 14 July.,trip_info
Kindly i want a trip from Kolkata to Manali with a budget of ₹5000.,trip_info
Want to take a short trip from Chennai to Delhi this weekend.,trip_info
Want to take a short trip from Chennai to Delhi this weekend.,trip_info
Do you recommend visiting Kolkata in August?,general_query
How many days should I spend in Kolkata?,general_query
Kindly are there any travel restrictions to Kolkata?,general_query
Will I get hotels in Delhi?,general_query
Need a tour for 6 people from Kolkata to Hyderabad with a ₹30000 budget.,trip_info
Need a tour for 3 people from Kolkata to Goa with a ₹15000 budget.,trip_info
Schedule a trip to Kolkata for 5 people starting from 08 March.,trip_info
i want to go school,general_query
I want to go to cinema,trip_info
